visual_case_id,case_id,candidate_id,sampling_group,view,contact_sheet_path,status,num_images,rows,columns
vqc_004,case_001704,diffsbdd_conditional_inpainting:pocket:case_001704:003,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001704/diffsbdd_conditional_inpainting_pocket_case_001704_003/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_004,case_001704,diffsbdd_conditional_inpainting:pocket:case_001704:003,diffsbdd_reliable_strict_shadow_fail,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001704/diffsbdd_conditional_inpainting_pocket_case_001704_003/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_005,case_001702,diffsbdd_conditional_inpainting:pocket:case_001702:002,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001702/diffsbdd_conditional_inpainting_pocket_case_001702_002/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_005,case_001702,diffsbdd_conditional_inpainting:pocket:case_001702:002,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001702/diffsbdd_conditional_inpainting_pocket_case_001702_002/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_005,case_001702,diffsbdd_conditional_inpainting:pocket:case_001702:002,diffsbdd_reliable_strict_shadow_fail,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001702/diffsbdd_conditional_inpainting_pocket_case_001702_002/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_007,case_002134,diffsbdd_conditional_inpainting:pocket:case_002134:014,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_002134/diffsbdd_conditional_inpainting_pocket_case_002134_014/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_007,case_002134,diffsbdd_conditional_inpainting:pocket:case_002134:014,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_002134/diffsbdd_conditional_inpainting_pocket_case_002134_014/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_007,case_002134,diffsbdd_conditional_inpainting:pocket:case_002134:014,diffsbdd_reliable_strict_shadow_fail,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_002134/diffsbdd_conditional_inpainting_pocket_case_002134_014/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_008,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:007,diffsbdd_invalid_non_reliable,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_007/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_008,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:007,diffsbdd_invalid_non_reliable,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_007/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_008,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:007,diffsbdd_invalid_non_reliable,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_007/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_009,case_002226,diffsbdd_conditional_inpainting:pocket:case_002226:009,diffsbdd_invalid_non_reliable,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_002226/diffsbdd_conditional_inpainting_pocket_case_002226_009/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_009,case_002226,diffsbdd_conditional_inpainting:pocket:case_002226:009,diffsbdd_invalid_non_reliable,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_002226/diffsbdd_conditional_inpainting_pocket_case_002226_009/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_009,case_002226,diffsbdd_conditional_inpainting:pocket:case_002226:009,diffsbdd_invalid_non_reliable,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_002226/diffsbdd_conditional_inpainting_pocket_case_002226_009/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_010,case_000109,diffsbdd_conditional_inpainting:pocket:case_000109:003,diffsbdd_invalid_non_reliable,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/diffsbdd_conditional_inpainting_pocket_case_000109_003/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_010,case_000109,diffsbdd_conditional_inpainting:pocket:case_000109:003,diffsbdd_invalid_non_reliable,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/diffsbdd_conditional_inpainting_pocket_case_000109_003/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_010,case_000109,diffsbdd_conditional_inpainting:pocket:case_000109:003,diffsbdd_invalid_non_reliable,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/diffsbdd_conditional_inpainting_pocket_case_000109_003/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_011,case_000347,diffsbdd_conditional_inpainting:pocket:case_000347:007,diffsbdd_invalid_non_reliable,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_007/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_011,case_000347,diffsbdd_conditional_inpainting:pocket:case_000347:007,diffsbdd_invalid_non_reliable,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_007/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_011,case_000347,diffsbdd_conditional_inpainting:pocket:case_000347:007,diffsbdd_invalid_non_reliable,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_007/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_012,case_000670,diffsbdd_conditional_inpainting:pocket:case_000670:007,diffsbdd_invalid_non_reliable,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_007/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_012,case_000670,diffsbdd_conditional_inpainting:pocket:case_000670:007,diffsbdd_invalid_non_reliable,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_007/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_012,case_000670,diffsbdd_conditional_inpainting:pocket:case_000670:007,diffsbdd_invalid_non_reliable,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_007/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_013,case_001055,diffsbdd_conditional_inpainting:pocket:case_001055:001,diffsbdd_invalid_non_reliable,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001055/diffsbdd_conditional_inpainting_pocket_case_001055_001/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_013,case_001055,diffsbdd_conditional_inpainting:pocket:case_001055:001,diffsbdd_invalid_non_reliable,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001055/diffsbdd_conditional_inpainting_pocket_case_001055_001/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_013,case_001055,diffsbdd_conditional_inpainting:pocket:case_001055:001,diffsbdd_invalid_non_reliable,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001055/diffsbdd_conditional_inpainting_pocket_case_001055_001/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_014,case_000552,diffsbdd_conditional_inpainting:pocket:case_000552:001,diffsbdd_multi_non_reliable,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000552/diffsbdd_conditional_inpainting_pocket_case_000552_001/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_014,case_000552,diffsbdd_conditional_inpainting:pocket:case_000552:001,diffsbdd_multi_non_reliable,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000552/diffsbdd_conditional_inpainting_pocket_case_000552_001/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_014,case_000552,diffsbdd_conditional_inpainting:pocket:case_000552:001,diffsbdd_multi_non_reliable,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000552/diffsbdd_conditional_inpainting_pocket_case_000552_001/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_015,case_001270,diffsbdd_conditional_inpainting:pocket:case_001270:007,diffsbdd_multi_non_reliable,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001270/diffsbdd_conditional_inpainting_pocket_case_001270_007/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_015,case_001270,diffsbdd_conditional_inpainting:pocket:case_001270:007,diffsbdd_multi_non_reliable,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001270/diffsbdd_conditional_inpainting_pocket_case_001270_007/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_015,case_001270,diffsbdd_conditional_inpainting:pocket:case_001270:007,diffsbdd_multi_non_reliable,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001270/diffsbdd_conditional_inpainting_pocket_case_001270_007/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_016,case_001457,diffsbdd_conditional_inpainting:pocket:case_001457:010,diffsbdd_multi_non_reliable,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001457/diffsbdd_conditional_inpainting_pocket_case_001457_010/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_016,case_001457,diffsbdd_conditional_inpainting:pocket:case_001457:010,diffsbdd_multi_non_reliable,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001457/diffsbdd_conditional_inpainting_pocket_case_001457_010/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_016,case_001457,diffsbdd_conditional_inpainting:pocket:case_001457:010,diffsbdd_multi_non_reliable,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001457/diffsbdd_conditional_inpainting_pocket_case_001457_010/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_017,case_000347,diffsbdd_conditional_inpainting:pocket:case_000347:004,diffsbdd_multi_non_reliable,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_004/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_017,case_000347,diffsbdd_conditional_inpainting:pocket:case_000347:004,diffsbdd_multi_non_reliable,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_004/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_017,case_000347,diffsbdd_conditional_inpainting:pocket:case_000347:004,diffsbdd_multi_non_reliable,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/diffsbdd_conditional_inpainting_pocket_case_000347_004/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_018,case_000670,diffsbdd_conditional_inpainting:pocket:case_000670:002,diffsbdd_multi_non_reliable,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_002/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_018,case_000670,diffsbdd_conditional_inpainting:pocket:case_000670:002,diffsbdd_multi_non_reliable,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_002/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_018,case_000670,diffsbdd_conditional_inpainting:pocket:case_000670:002,diffsbdd_multi_non_reliable,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000670/diffsbdd_conditional_inpainting_pocket_case_000670_002/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_019,case_000707,diffsbdd_conditional_inpainting:pocket:case_000707:003,diffsbdd_multi_non_reliable,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000707/diffsbdd_conditional_inpainting_pocket_case_000707_003/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_019,case_000707,diffsbdd_conditional_inpainting:pocket:case_000707:003,diffsbdd_multi_non_reliable,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000707/diffsbdd_conditional_inpainting_pocket_case_000707_003/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_019,case_000707,diffsbdd_conditional_inpainting:pocket:case_000707:003,diffsbdd_multi_non_reliable,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000707/diffsbdd_conditional_inpainting_pocket_case_000707_003/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_020,case_000041,clean_positive:case_000041:original,clean_positive,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/clean_positive_case_000041_original/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_020,case_000041,clean_positive:case_000041:original,clean_positive,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/clean_positive_case_000041_original/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_020,case_000041,clean_positive:case_000041:original,clean_positive,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/clean_positive_case_000041_original/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_021,case_000109,clean_positive:case_000109:original,clean_positive,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/clean_positive_case_000109_original/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_021,case_000109,clean_positive:case_000109:original,clean_positive,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/clean_positive_case_000109_original/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_021,case_000109,clean_positive:case_000109:original,clean_positive,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/clean_positive_case_000109_original/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_022,case_000347,clean_positive:case_000347:original,clean_positive,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/clean_positive_case_000347_original/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_022,case_000347,clean_positive:case_000347:original,clean_positive,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/clean_positive_case_000347_original/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_022,case_000347,clean_positive:case_000347:original,clean_positive,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/clean_positive_case_000347_original/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_023,case_000041,rule_fixed_topology:case_000041:001,rule_positive,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/rule_fixed_topology_case_000041_001/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_023,case_000041,rule_fixed_topology:case_000041:001,rule_positive,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/rule_fixed_topology_case_000041_001/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_023,case_000041,rule_fixed_topology:case_000041:001,rule_positive,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/rule_fixed_topology_case_000041_001/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_024,case_000109,rule_fixed_topology:case_000109:001,rule_positive,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/rule_fixed_topology_case_000109_001/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_024,case_000109,rule_fixed_topology:case_000109:001,rule_positive,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/rule_fixed_topology_case_000109_001/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_024,case_000109,rule_fixed_topology:case_000109:001,rule_positive,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000109/rule_fixed_topology_case_000109_001/images/reconnect_clash_contact_sheet.png,written,12,3,4
vqc_025,case_000347,rule_fixed_topology:case_000347:001,rule_positive,reconnect_anchor_topology,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/rule_fixed_topology_case_000347_001/images/reconnect_anchor_topology_contact_sheet.png,written,12,3,4
vqc_025,case_000347,rule_fixed_topology:case_000347:001,rule_positive,reconnect_before_after_overlay,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/rule_fixed_topology_case_000347_001/images/reconnect_before_after_overlay_contact_sheet.png,written,12,3,4
vqc_025,case_000347,rule_fixed_topology:case_000347:001,rule_positive,reconnect_clash,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000347/rule_fixed_topology_case_000347_001/images/reconnect_clash_contact_sheet.png,written,12,3,4
