backend_name,backend_unit,case_id,base_sample_id,attempt_id,candidate_id,candidate_index,candidate_path,candidate_budget_k,candidate_readable,ligand_valid,fragment_diagnostics_status,fragment_diagnostics_reason,fixed_structure_mapping_success_for_diagnostics,fixed_structure_mapping_reason,fixed_structure_mapping_rmsd,target_mask_heavy_atom_count,generated_fragment_heavy_atom_count,generated_fragment_size_diff,generated_atom_indices_json,target_mask_elements,generated_fragment_elements,generated_element_mismatch_count,generated_size_status,candidate_total_fragment_count,candidate_single_fragment,candidate_extra_fragment_count,anchor_candidate_idx,anchor_match_success,generated_fragment_connected_to_anchor,generated_fragment_attachment_count,anchor_bond_like_distance,anchor_reconnect_status,anchor_reconnect_reason,local_reconnect_pass,local_reconnect_failure_reason,num_generated_components,num_anchor_neighbors,num_extra_attachments,floating_fragment_detected,fixed_structure_match_success,anchor_integrity,source_group,reconnect_category,reconnect_category_reason
clean_positive,original_ligand_reconnect_sanity,case_000509,complex_crossdocked_000015,clean_positive:case_000509,clean_positive:case_000509:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_000509_original.sdf,0,True,True,ok,,True,,0.0,2,2,0,"[10, 11]","[""C"", ""O""]","[""C"", ""O""]",0,matched,1,True,0,5,True,True,1,1.503594160079956,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_000670,complex_crossdocked_000018,clean_positive:case_000670,clean_positive:case_000670:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_000670_original.sdf,0,True,True,ok,,True,,0.0,4,4,0,"[30, 31, 32, 33]","[""C"", ""O"", ""O"", ""S""]","[""C"", ""O"", ""O"", ""S""]",0,matched,1,True,0,29,True,True,1,1.7865164279937744,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_002131,complex_crossdocked_000043,clean_positive:case_002131,clean_positive:case_002131:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_002131_original.sdf,0,True,True,ok,,True,,0.0,7,7,0,"[13, 14, 15, 16, 17, 18, 19]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]",0,matched,1,True,0,2,True,True,1,1.5019259452819824,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_002029,complex_crossdocked_000041,clean_positive:case_002029,clean_positive:case_002029:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_002029_original.sdf,0,True,True,ok,,True,,0.0,7,7,0,"[13, 14, 15, 16, 17, 18, 19]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]",0,matched,1,True,0,2,True,True,1,1.501439094543457,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_001527,complex_crossdocked_000031,clean_positive:case_001527,clean_positive:case_001527:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_001527_original.sdf,0,True,True,ok,,True,,0.0,4,4,0,"[30, 31, 32, 33]","[""O"", ""C"", ""F"", ""F""]","[""O"", ""C"", ""F"", ""F""]",0,matched,1,True,0,29,True,True,1,1.3862121105194092,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_001457,complex_crossdocked_000030,clean_positive:case_001457,clean_positive:case_001457:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_001457_original.sdf,0,True,True,ok,,True,,0.0,8,8,0,"[6, 7, 8, 9, 10, 11, 12, 13]","[""C"", ""O"", ""C"", ""P"", ""O"", ""O"", ""O"", ""C""]","[""C"", ""O"", ""C"", ""P"", ""O"", ""O"", ""O"", ""C""]",0,matched,1,True,0,5,True,True,1,1.508341908454895,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_001316,complex_crossdocked_000026,clean_positive:case_001316,clean_positive:case_001316:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_001316_original.sdf,0,True,True,ok,,True,,0.0,2,2,0,"[21, 22]","[""C"", ""O""]","[""C"", ""O""]",0,matched,1,True,0,16,True,True,1,1.5266528129577637,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_000707,complex_crossdocked_000019,clean_positive:case_000707,clean_positive:case_000707:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_000707_original.sdf,0,True,True,ok,,True,,0.0,4,4,0,"[20, 21, 22, 23]","[""C"", ""C"", ""C"", ""C""]","[""C"", ""C"", ""C"", ""C""]",0,matched,1,True,0,16,True,True,1,1.5180177688598633,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_002282,complex_crossdocked_000045,clean_positive:case_002282,clean_positive:case_002282:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_002282_original.sdf,0,True,True,ok,,True,,0.0,4,4,0,"[31, 32, 33, 34]","[""O"", ""C"", ""F"", ""F""]","[""O"", ""C"", ""F"", ""F""]",0,matched,1,True,0,30,True,True,1,1.340142011642456,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_000041,complex_crossdocked_000002,clean_positive:case_000041,clean_positive:case_000041:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_000041_original.sdf,0,True,True,ok,,True,,0.0,2,2,0,"[10, 11]","[""C"", ""O""]","[""C"", ""O""]",0,matched,1,True,0,5,True,True,1,1.5039464235305786,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_002226,complex_crossdocked_000044,clean_positive:case_002226,clean_positive:case_002226:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_002226_original.sdf,0,True,True,ok,,True,,0.0,4,4,0,"[31, 32, 33, 34]","[""O"", ""C"", ""F"", ""F""]","[""O"", ""C"", ""F"", ""F""]",0,matched,1,True,0,30,True,True,1,1.340116024017334,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_002003,complex_crossdocked_000040,clean_positive:case_002003,clean_positive:case_002003:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_002003_original.sdf,0,True,True,ok,,True,,0.0,4,4,0,"[30, 31, 32, 33]","[""O"", ""C"", ""F"", ""F""]","[""O"", ""C"", ""F"", ""F""]",0,matched,1,True,0,29,True,True,1,1.3862589597702026,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_001300,complex_crossdocked_000026,clean_positive:case_001300,clean_positive:case_001300:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_001300_original.sdf,0,True,True,ok,,True,,0.0,2,2,0,"[10, 11]","[""C"", ""O""]","[""C"", ""O""]",0,matched,1,True,0,5,True,True,1,1.514736294746399,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_001702,complex_crossdocked_000035,clean_positive:case_001702,clean_positive:case_001702:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_001702_original.sdf,0,True,True,ok,,True,,0.0,7,7,0,"[12, 13, 14, 15, 16, 17, 18]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]",0,matched,1,True,0,2,True,True,1,1.5373212099075317,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_000818,complex_crossdocked_000021,clean_positive:case_000818,clean_positive:case_000818:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_000818_original.sdf,0,True,True,ok,,True,,0.0,5,5,0,"[11, 12, 13, 14, 15]","[""O"", ""P"", ""O"", ""O"", ""O""]","[""O"", ""P"", ""O"", ""O"", ""O""]",0,matched,1,True,0,1,True,True,1,1.4446436166763306,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_001961,complex_crossdocked_000039,clean_positive:case_001961,clean_positive:case_001961:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_001961_original.sdf,0,True,True,ok,,True,,0.0,4,4,0,"[30, 31, 32, 33]","[""O"", ""C"", ""F"", ""F""]","[""O"", ""C"", ""F"", ""F""]",0,matched,1,True,0,29,True,True,1,1.3868273496627808,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_001648,complex_crossdocked_000034,clean_positive:case_001648,clean_positive:case_001648:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_001648_original.sdf,0,True,True,ok,,True,,0.0,7,7,0,"[13, 14, 15, 16, 17, 18, 19]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]",0,matched,1,True,0,2,True,True,1,1.5015408992767334,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_001055,complex_crossdocked_000023,clean_positive:case_001055,clean_positive:case_001055:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_001055_original.sdf,0,True,True,ok,,True,,0.0,5,5,0,"[21, 22, 23, 24, 25]","[""O"", ""P"", ""O"", ""O"", ""O""]","[""O"", ""P"", ""O"", ""O"", ""O""]",0,matched,1,True,0,3,True,True,1,1.4429253339767456,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_000552,complex_crossdocked_000016,clean_positive:case_000552,clean_positive:case_000552:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_000552_original.sdf,0,True,True,ok,,True,,0.0,2,2,0,"[10, 11]","[""C"", ""O""]","[""C"", ""O""]",0,matched,1,True,0,5,True,True,1,1.5042036771774292,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_001483,complex_crossdocked_000031,clean_positive:case_001483,clean_positive:case_001483:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_001483_original.sdf,0,True,True,ok,,True,,0.0,7,7,0,"[12, 13, 14, 15, 16, 17, 18]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]",0,matched,1,True,0,2,True,True,1,1.5369292497634888,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_001536,complex_crossdocked_000032,clean_positive:case_001536,clean_positive:case_001536:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_001536_original.sdf,0,True,True,ok,,True,,0.0,7,7,0,"[12, 13, 14, 15, 16, 17, 18]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]",0,matched,1,True,0,2,True,True,1,1.537218689918518,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_001270,complex_crossdocked_000025,clean_positive:case_001270,clean_positive:case_001270:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_001270_original.sdf,0,True,True,ok,,True,,0.0,5,5,0,"[26, 27, 28, 29, 30]","[""O"", ""P"", ""O"", ""O"", ""O""]","[""O"", ""P"", ""O"", ""O"", ""O""]",0,matched,1,True,0,4,True,True,1,1.4403239488601685,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_002056,complex_crossdocked_000041,clean_positive:case_002056,clean_positive:case_002056:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_002056_original.sdf,0,True,True,ok,,True,,0.0,4,4,0,"[31, 32, 33, 34]","[""O"", ""C"", ""F"", ""F""]","[""O"", ""C"", ""F"", ""F""]",0,matched,1,True,0,30,True,True,1,1.3394683599472046,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_000109,complex_crossdocked_000004,clean_positive:case_000109,clean_positive:case_000109:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_000109_original.sdf,0,True,True,ok,,True,,0.0,2,2,0,"[10, 11]","[""C"", ""O""]","[""C"", ""O""]",0,matched,1,True,0,5,True,True,1,1.503970742225647,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_002134,complex_crossdocked_000043,clean_positive:case_002134,clean_positive:case_002134:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_002134_original.sdf,0,True,True,ok,,True,,0.0,7,7,0,"[13, 14, 15, 16, 17, 18, 19]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]",0,matched,1,True,0,2,True,True,1,1.5019259452819824,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
clean_positive,original_ligand_reconnect_sanity,case_001810,complex_crossdocked_000037,clean_positive:case_001810,clean_positive:case_001810:original,1,/home/lyj/mnt/project/clash2feedback_gc/data/benchmarks/clashrepairbench_rg_artificial/v0_1/ligands/case_001810_original.sdf,0,True,True,ok,,True,,0.0,7,7,0,"[13, 14, 15, 16, 17, 18, 19]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]",0,matched,1,True,0,2,True,True,1,1.501206636428833,pass,,True,,1,1,0,False,True,True,clean_positive,single_anchor_reconnect_pass,single_anchor_connected
