visual_case_id,case_id,candidate_id,sampling_group,view,angle,script_path,image_path,status,render_action,returncode,stderr_tail,camera_score,camera_focus,camera_direction,camera_selection_tier,candidate_directions,ligand_occluded_fraction,center_line_blocked,projection_area_score,interest_occluded_fraction,key_occluded_fraction,interest_area_score
vqc_001,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:003,diffsbdd_reliable_strict_shadow_fail,reconnect_clash,clear_11,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/scripts/reconnect_clash_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/images/reconnect_clash_clear_11.png,rendered,chimerax_render,0,"color white radius 0.01 INFO: Axis 'axis' centered at [ 64.4508 104.89715 8.1134 ] with direction [-0.613 8.7891 -4.7304], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 64.7573 100.5026 10.4786 INFO: Executing: save images/reconnect_clash_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",7.771693,"64.757286,100.502600,10.478600","0.409764,0.488281,-0.770503",strict,256,0.0,False,0.840895,0.084337,0.116667,0.658066
vqc_001,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:003,diffsbdd_reliable_strict_shadow_fail,reconnect_clash,clear_12,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/scripts/reconnect_clash_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/images/reconnect_clash_clear_12.png,rendered,chimerax_render,0,"color white radius 0.01 INFO: Axis 'axis' centered at [ 64.4508 104.89715 8.1134 ] with direction [-0.613 8.7891 -4.7304], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 64.7573 100.5026 10.4786 INFO: Executing: save images/reconnect_clash_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",7.770995,"64.757286,100.502600,10.478600","-0.061299,0.878906,-0.473039",strict,256,0.0,False,0.495858,0.13253,0.183333,0.6853
vqc_001,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:003,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_01,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/images/reconnect_anchor_topology_clear_01.png,rendered,chimerax_render,0,"ius 0.01 INFO: Axis 'axis' centered at [71.45725 95.91925 12.44075] with direction [ 8.1873 -3.5547 4.5091], radius 0.01, and length 9.99999 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 67.3636 97.6966 10.1862 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",9.832567,"67.363556,97.696556,10.186222","0.575487,0.691406,-0.436774",strict,256,0.0,False,1.0,0.0,0.0,1.0
vqc_001,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:003,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_02,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/images/reconnect_anchor_topology_clear_02.png,rendered,chimerax_render,0,"ius 0.01 INFO: Axis 'axis' centered at [71.45725 95.91925 12.44075] with direction [ 8.1873 -3.5547 4.5091], radius 0.01, and length 9.99999 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 67.3636 97.6966 10.1862 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",9.505584,"67.363556,97.696556,10.186222","0.717724,0.667969,0.196698",strict,256,0.0,False,0.879188,0.0,0.0,0.879188
vqc_001,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:003,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_03,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/images/reconnect_anchor_topology_clear_03.png,rendered,chimerax_render,0,"ius 0.01 INFO: Axis 'axis' centered at [71.45725 95.91925 12.44075] with direction [ 8.1873 -3.5547 4.5091], radius 0.01, and length 9.99999 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 67.3636 97.6966 10.1862 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",9.20995,"67.363556,97.696556,10.186222","0.418506,0.378906,0.825398",strict,256,0.0,False,0.81811,0.0,0.0,0.81811
vqc_001,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:003,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_04,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/images/reconnect_anchor_topology_clear_04.png,rendered,chimerax_render,0,"ius 0.01 INFO: Axis 'axis' centered at [71.45725 95.91925 12.44075] with direction [ 8.1873 -3.5547 4.5091], radius 0.01, and length 9.99999 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 67.3636 97.6966 10.1862 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",9.201449,"67.363556,97.696556,10.186222","0.677351,0.160156,-0.718015",strict,256,0.0,False,0.894338,0.0,0.0,0.894338
vqc_001,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:003,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_05,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/images/reconnect_anchor_topology_clear_05.png,rendered,chimerax_render,0,"ius 0.01 INFO: Axis 'axis' centered at [71.45725 95.91925 12.44075] with direction [ 8.1873 -3.5547 4.5091], radius 0.01, and length 9.99999 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 67.3636 97.6966 10.1862 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",8.978269,"67.363556,97.696556,10.186222","0.102747,-0.026414,-0.994357",strict,256,0.0,False,0.698224,0.0,0.0,0.698224
vqc_001,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:003,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_06,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/images/reconnect_anchor_topology_clear_06.png,rendered,chimerax_render,0,"ius 0.01 INFO: Axis 'axis' centered at [71.45725 95.91925 12.44075] with direction [ 8.1873 -3.5547 4.5091], radius 0.01, and length 9.99999 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 67.3636 97.6966 10.1862 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",8.591863,"67.363556,97.696556,10.186222","0.985444,0.136719,0.101037",strict,256,0.0,False,0.81505,0.0,0.0,0.81505
vqc_001,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:003,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_07,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/images/reconnect_anchor_topology_clear_07.png,rendered,chimerax_render,0,"ius 0.01 INFO: Axis 'axis' centered at [71.45725 95.91925 12.44075] with direction [ 8.1873 -3.5547 4.5091], radius 0.01, and length 9.99999 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 67.3636 97.6966 10.1862 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",8.505714,"67.363556,97.696556,10.186222","0.123983,0.910156,0.395277",strict,256,0.0,False,0.774837,0.0,0.0,0.774837
vqc_001,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:003,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_08,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/images/reconnect_anchor_topology_clear_08.png,rendered,chimerax_render,0,"ius 0.01 INFO: Axis 'axis' centered at [71.45725 95.91925 12.44075] with direction [ 8.1873 -3.5547 4.5091], radius 0.01, and length 9.99999 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 67.3636 97.6966 10.1862 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",8.214255,"67.363556,97.696556,10.186222","0.274057,-0.214844,0.937409",strict,256,0.043478,False,0.663452,0.039216,0.0,0.663452
vqc_001,case_000041,diffsbdd_conditional_inpainting:pocket:case_000041:003,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_09,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_000041/diffsbdd_conditional_inpainting_pocket_case_000041_003/images/reconnect_anchor_topology_clear_09.png,rendered,chimerax_render,0,"ius 0.01 INFO: Axis 'axis' centered at [71.45725 95.91925 12.44075] with direction [ 8.1873 -3.5547 4.5091], radius 0.01, and length 9.99999 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 67.3636 97.6966 10.1862 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",8.067725,"67.363556,97.696556,10.186222","0.863847,-0.332031,-0.378845",strict,256,0.0,False,0.73484,0.0,0.0,0.73484
