case_id,base_sample_id,base_complex_id,base_split,derived_split,oracle_split,injection_mode,difficulty_bin,set_membership_s0,set_membership_s1,set_membership_s2,circularity_risk_level,target_rgroup,target_atom_indices,predicted_dominant_valid_rgroup,top_valid_rgroups_json,target_score_ratio_valid,dominant_ratio_valid_rgroups,failure_type,recommended_action,predicted_equals_oracle,oracle_mask_rgroup,oracle_mask_atom_indices,oracle_keep_atom_indices,oracle_anchor_scaffold_atom_idx,oracle_anchor_rgroup_atom_idx,oracle_anchor_bond_idx,oracle_mask_available,oracle_mask_reason,predicted_mask_rgroup,predicted_mask_atom_indices,predicted_keep_atom_indices,predicted_anchor_scaffold_atom_idx,predicted_anchor_rgroup_atom_idx,predicted_anchor_bond_idx,predicted_mask_available,predicted_mask_reason,random_mask_rgroup,random_mask_atom_indices,random_keep_atom_indices,random_anchor_scaffold_atom_idx,random_anchor_rgroup_atom_idx,random_anchor_bond_idx,random_mask_available,random_mask_policy,random_mask_fallback_reason,random_equals_oracle,random_equals_predicted,old_clash_pairs_json,protein_clash_hot_atoms_json,protein_clash_hot_residues_json,target_num_severe_pairs,non_target_num_severe_pairs,scaffold_num_severe_pairs,num_total_severe_pairs,max_clash_depth,total_clash_score,phase4_0_backend_feasibility_candidate,phase4_1_formal_loop_candidate,phase4_candidate_reason,phase4_exclusion_reason
case_001571,complex_crossdocked_000032,complex_crossdocked_000032,train,train,supported_single_rgroup,easy_rotation,easy,True,True,True,high,R4,"[30, 31, 32, 33]",R4,"[{""region"": ""R4"", ""score"": 0.31133436553154326}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R3,"[21, 22]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",20,21,23,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 33, ""protein_atom_idx"": 372, ""protein_atom_position"": 372, ""ligand_element"": ""F"", ""protein_element"": ""C"", ""distance"": 1.980906367301941, ""vdw_sum"": 3.1700000762939453, ""clash_depth"": 0.7890936136245728, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:108::LEU""}]",[372],"[""A:108::LEU""]",1,0,0,1,0.7890936136245728,0.6226687310630865,True,True,"S2 case with oracle, predicted and random masks available",
case_001577,complex_crossdocked_000032,complex_crossdocked_000032,train,train,supported_single_rgroup,directed_clash,medium,True,True,True,high,R4,"[30, 31, 32, 33]",R4,"[{""region"": ""R4"", ""score"": 1.6460781698548956}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R3,"[21, 22]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",20,21,23,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 31, ""protein_atom_idx"": 179, ""protein_atom_position"": 179, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.5454535484313965, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.4545464515686035, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 31, ""protein_atom_idx"": 180, ""protein_atom_position"": 180, ""ligand_element"": ""C"", ""protein_element"": ""O"", ""distance"": 2.3378820419311523, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.4821178913116455, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 32, ""protein_atom_idx"": 176, ""protein_atom_position"": 176, ""ligand_element"": ""F"", ""protein_element"": ""C"", ""distance"": 2.6079084873199463, ""vdw_sum"": 3.1700000762939453, ""clash_depth"": 0.16209149360656738, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 32, ""protein_atom_idx"": 179, ""protein_atom_position"": 179, ""ligand_element"": ""F"", ""protein_element"": ""C"", ""distance"": 1.2885974645614624, ""vdw_sum"": 3.1700000762939453, ""clash_depth"": 1.4814025163650513, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 32, ""protein_atom_idx"": 180, ""protein_atom_position"": 180, ""ligand_element"": ""F"", ""protein_element"": ""O"", ""distance"": 1.7948400974273682, ""vdw_sum"": 2.990000009536743, ""clash_depth"": 0.7951598167419434, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}]","[176, 179, 180]","[""A:196::SER""]",4,0,0,4,1.4814025163650513,3.2921563397097913,True,True,"S2 case with oracle, predicted and random masks available",
case_001579,complex_crossdocked_000032,complex_crossdocked_000032,train,train,supported_single_rgroup,directed_clash,medium,True,True,True,high,R4,"[30, 31, 32, 33]",R4,"[{""region"": ""R4"", ""score"": 0.9536830579421363}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R3,"[21, 22]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",20,21,23,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 33, ""protein_atom_idx"": 179, ""protein_atom_position"": 179, ""ligand_element"": ""F"", ""protein_element"": ""C"", ""distance"": 2.104161262512207, ""vdw_sum"": 3.1700000762939453, ""clash_depth"": 0.6658387184143066, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 31, ""protein_atom_idx"": 372, ""protein_atom_position"": 372, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.68353009223938, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.3164699077606201, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:108::LEU""}, {""ligand_atom_idx"": 32, ""protein_atom_idx"": 372, ""protein_atom_position"": 372, ""ligand_element"": ""F"", ""protein_element"": ""C"", ""distance"": 1.602150797843933, ""vdw_sum"": 3.1700000762939453, ""clash_depth"": 1.1678491830825806, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:108::LEU""}]","[179, 372]","[""A:108::LEU"", ""A:196::SER""]",2,0,0,2,1.1678491830825806,1.9073661158842725,True,True,"S2 case with oracle, predicted and random masks available",
case_001580,complex_crossdocked_000032,complex_crossdocked_000032,train,train,supported_single_rgroup,directed_clash,medium,True,True,True,high,R4,"[30, 31, 32, 33]",R4,"[{""region"": ""R4"", ""score"": 1.4459551492687766}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R3,"[21, 22]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",20,21,23,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 31, ""protein_atom_idx"": 179, ""protein_atom_position"": 179, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.3100907802581787, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.6899092197418213, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 31, ""protein_atom_idx"": 180, ""protein_atom_position"": 180, ""ligand_element"": ""C"", ""protein_element"": ""O"", ""distance"": 2.722440004348755, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.09755992889404297, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 32, ""protein_atom_idx"": 179, ""protein_atom_position"": 179, ""ligand_element"": ""F"", ""protein_element"": ""C"", ""distance"": 2.4374821186065674, ""vdw_sum"": 3.1700000762939453, ""clash_depth"": 0.3325178623199463, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 33, ""protein_atom_idx"": 179, ""protein_atom_position"": 179, ""ligand_element"": ""F"", ""protein_element"": ""C"", ""distance"": 1.6504755020141602, ""vdw_sum"": 3.1700000762939453, ""clash_depth"": 1.1195244789123535, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 33, ""protein_atom_idx"": 180, ""protein_atom_position"": 180, ""ligand_element"": ""F"", ""protein_element"": ""O"", ""distance"": 1.6399542093276978, ""vdw_sum"": 2.990000009536743, ""clash_depth"": 0.9500457048416138, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 32, ""protein_atom_idx"": 372, ""protein_atom_position"": 372, ""ligand_element"": ""F"", ""protein_element"": ""C"", ""distance"": 2.3959310054779053, ""vdw_sum"": 3.1700000762939453, ""clash_depth"": 0.3740689754486084, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:108::LEU""}]","[179, 180, 372]","[""A:108::LEU"", ""A:196::SER""]",3,0,0,3,1.1195244789123535,2.891910298537553,True,True,"S2 case with oracle, predicted and random masks available",
case_001583,complex_crossdocked_000032,complex_crossdocked_000032,train,train,supported_single_rgroup,directed_clash,medium,True,True,True,high,R4,"[30, 31, 32, 33]",R4,"[{""region"": ""R4"", ""score"": 0.47582087757120917}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R3,"[21, 22]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",20,21,23,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 31, ""protein_atom_idx"": 372, ""protein_atom_position"": 372, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.745082378387451, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.25491762161254883, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:108::LEU""}, {""ligand_atom_idx"": 33, ""protein_atom_idx"": 372, ""protein_atom_position"": 372, ""ligand_element"": ""F"", ""protein_element"": ""C"", ""distance"": 1.8283743858337402, ""vdw_sum"": 3.1700000762939453, ""clash_depth"": 0.9416255950927734, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:108::LEU""}]",[372],"[""A:108::LEU""]",1,0,0,1,0.9416255950927734,0.9516417551424183,True,True,"S2 case with oracle, predicted and random masks available",
case_001590,complex_crossdocked_000033,complex_crossdocked_000033,train,train,supported_single_rgroup,torsion_perturb,easy,True,True,True,high,R2,"[12, 13, 14, 15, 16, 17, 18]",R2,"[{""region"": ""R2"", ""score"": 0.2336161416194522}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R2,"[12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",2,12,5,True,ok,R2,"[12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",2,12,5,True,ok,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 14, ""protein_atom_idx"": 42, ""protein_atom_position"": 42, ""ligand_element"": ""O"", ""protein_element"": ""O"", ""distance"": 2.588156223297119, ""vdw_sum"": 3.0399999618530273, ""clash_depth"": 0.05184364318847656, ""is_severe"": false, ""ligand_region"": ""R2"", ""protein_residue_key"": ""A:185::THR""}, {""ligand_atom_idx"": 16, ""protein_atom_idx"": 33, ""protein_atom_position"": 33, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.038064479827881, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.781935453414917, ""is_severe"": true, ""ligand_region"": ""R2"", ""protein_residue_key"": ""A:184::PHE""}, {""ligand_atom_idx"": 15, ""protein_atom_idx"": 288, ""protein_atom_position"": 288, ""ligand_element"": ""C"", ""protein_element"": ""O"", ""distance"": 2.7569174766540527, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.06308245658874512, ""is_severe"": false, ""ligand_region"": ""R2"", ""protein_residue_key"": ""A:217::TYR""}]","[33, 42, 288]","[""A:184::PHE"", ""A:185::THR"", ""A:217::TYR""]",1,0,0,1,0.781935453414917,0.6180902129755168,True,True,"S2 case with oracle, predicted and random masks available",
case_001591,complex_crossdocked_000033,complex_crossdocked_000033,train,train,supported_single_rgroup,torsion_perturb,easy,True,True,True,high,R2,"[12, 13, 14, 15, 16, 17, 18]",R2,"[{""region"": ""R2"", ""score"": 0.07870375918987625}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R2,"[12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",2,12,5,True,ok,R2,"[12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",2,12,5,True,ok,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 15, ""protein_atom_idx"": 33, ""protein_atom_position"": 33, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.9705543518066406, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.029445648193359375, ""is_severe"": false, ""ligand_region"": ""R2"", ""protein_residue_key"": ""A:184::PHE""}, {""ligand_atom_idx"": 16, ""protein_atom_idx"": 27, ""protein_atom_position"": 27, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.3646280765533447, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.4553718566894531, ""is_severe"": true, ""ligand_region"": ""R2"", ""protein_residue_key"": ""A:184::PHE""}]","[27, 33]","[""A:184::PHE""]",1,0,0,1,0.4553718566894531,0.20823057406232692,True,True,"S2 case with oracle, predicted and random masks available",
case_001593,complex_crossdocked_000033,complex_crossdocked_000033,train,train,supported_single_rgroup,torsion_perturb,easy,True,True,True,high,R2,"[12, 13, 14, 15, 16, 17, 18]",R2,"[{""region"": ""R2"", ""score"": 0.17167197115994443}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R2,"[12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",2,12,5,True,ok,R2,"[12, 13, 14, 15, 16, 17, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",2,12,5,True,ok,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 15, ""protein_atom_idx"": 42, ""protein_atom_position"": 42, ""ligand_element"": ""C"", ""protein_element"": ""O"", ""distance"": 2.2661821842193604, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.5538177490234375, ""is_severe"": true, ""ligand_region"": ""R2"", ""protein_residue_key"": ""A:185::THR""}, {""ligand_atom_idx"": 16, ""protein_atom_idx"": 42, ""protein_atom_position"": 42, ""ligand_element"": ""O"", ""protein_element"": ""O"", ""distance"": 2.2735462188720703, ""vdw_sum"": 3.0399999618530273, ""clash_depth"": 0.3664536476135254, ""is_severe"": false, ""ligand_region"": ""R2"", ""protein_residue_key"": ""A:185::THR""}, {""ligand_atom_idx"": 16, ""protein_atom_idx"": 60, ""protein_atom_position"": 60, ""ligand_element"": ""O"", ""protein_element"": ""O"", ""distance"": 2.525113105773926, ""vdw_sum"": 3.0399999618530273, ""clash_depth"": 0.11488676071166992, ""is_severe"": false, ""ligand_region"": ""R2"", ""protein_residue_key"": ""A:187::GLU""}]","[42, 60]","[""A:185::THR"", ""A:187::GLU""]",1,0,0,1,0.5538177490234375,0.45420134276946555,True,True,"S2 case with oracle, predicted and random masks available",
case_001622,complex_crossdocked_000033,complex_crossdocked_000033,train,train,supported_single_rgroup,easy_rotation,easy,True,True,True,high,R4,"[30, 31, 32, 33]",R4,"[{""region"": ""R4"", ""score"": 0.15430550812394017}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R3,"[21, 22]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",20,21,23,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 31, ""protein_atom_idx"": 357, ""protein_atom_position"": 357, ""ligand_element"": ""C"", ""protein_element"": ""O"", ""distance"": 2.6641528606414795, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.15584707260131836, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:105::THR""}, {""ligand_atom_idx"": 32, ""protein_atom_idx"": 357, ""protein_atom_position"": 357, ""ligand_element"": ""F"", ""protein_element"": ""O"", ""distance"": 2.1564559936523438, ""vdw_sum"": 2.990000009536743, ""clash_depth"": 0.4335439205169678, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:105::THR""}, {""ligand_atom_idx"": 33, ""protein_atom_idx"": 357, ""protein_atom_position"": 357, ""ligand_element"": ""F"", ""protein_element"": ""O"", ""distance"": 2.2795770168304443, ""vdw_sum"": 2.990000009536743, ""clash_depth"": 0.3104228973388672, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:105::THR""}]",[357],"[""A:105::THR""]",1,0,0,1,0.4335439205169678,0.30861101624788034,True,True,"S2 case with oracle, predicted and random masks available",
case_001624,complex_crossdocked_000033,complex_crossdocked_000033,train,train,supported_single_rgroup,easy_rotation,easy,True,True,True,high,R4,"[30, 31, 32, 33]",R4,"[{""region"": ""R4"", ""score"": 0.3628652231811387}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R3,"[21, 22]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",20,21,23,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 31, ""protein_atom_idx"": 180, ""protein_atom_position"": 180, ""ligand_element"": ""C"", ""protein_element"": ""O"", ""distance"": 2.442225456237793, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.3777744770050049, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 32, ""protein_atom_idx"": 179, ""protein_atom_position"": 179, ""ligand_element"": ""F"", ""protein_element"": ""C"", ""distance"": 2.5599372386932373, ""vdw_sum"": 3.1700000762939453, ""clash_depth"": 0.21006274223327637, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 32, ""protein_atom_idx"": 180, ""protein_atom_position"": 180, ""ligand_element"": ""F"", ""protein_element"": ""O"", ""distance"": 1.8559082746505737, ""vdw_sum"": 2.990000009536743, ""clash_depth"": 0.7340916395187378, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}]","[179, 180]","[""A:196::SER""]",1,0,0,1,0.7340916395187378,0.7257304463622773,True,True,"S2 case with oracle, predicted and random masks available",
case_001625,complex_crossdocked_000033,complex_crossdocked_000033,train,train,supported_single_rgroup,easy_rotation,easy,True,True,True,high,R4,"[30, 31, 32, 33]",R4,"[{""region"": ""R4"", ""score"": 0.1301927369189002}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R4,"[30, 31, 32, 33]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",29,30,32,True,ok,R3,"[21, 22]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",20,21,23,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 32, ""protein_atom_idx"": 179, ""protein_atom_position"": 179, ""ligand_element"": ""F"", ""protein_element"": ""C"", ""distance"": 2.3236773014068604, ""vdw_sum"": 3.1700000762939453, ""clash_depth"": 0.4463226795196533, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}, {""ligand_atom_idx"": 32, ""protein_atom_idx"": 180, ""protein_atom_position"": 180, ""ligand_element"": ""F"", ""protein_element"": ""O"", ""distance"": 2.342650890350342, ""vdw_sum"": 2.990000009536743, ""clash_depth"": 0.24734902381896973, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:196::SER""}]","[179, 180]","[""A:196::SER""]",1,0,0,1,0.4463226795196533,0.2603854738378004,True,True,"S2 case with oracle, predicted and random masks available",
